sample_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
TR45287877,23,86500,MORTGAGE,1.0,EDUCATION,A,12200,7.51,0.14,N,2,0
TR16343058,25,39900,RENT,3.0,DEBTCONSOLIDATION,B,1500,10.82,0.04,N,3,0
TR13127016,32,64400,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12200,7.57,0.19,N,7,0
TR29842185,25,74700,MORTGAGE,0.0,VENTURE,A,9800,5.94,0.13,N,3,0
TR28464874,24,48700,MORTGAGE,7.0,MEDICAL,A,5800,8.7,0.12,N,3,0
TR94749685,38,45600,RENT,2.0,VENTURE,C,2500,13.06,0.05,Y,13,0
TR85338969,23,77500,OWN,5.0,DEBTCONSOLIDATION,A,6100,5.62,0.08,N,1,0
TR97908986,26,45500,RENT,2.0,VENTURE,A,5200,6.75,0.11,N,4,0
TR78187578,36,77100,RENT,5.0,HOMEIMPROVEMENT,A,10200,5.97,0.13,N,17,0
TR45210277,38,61100,RENT,4.0,PERSONAL,C,2300,15.36,0.04,N,12,0
TR68256773,26,28400,RENT,1.0,DEBTCONSOLIDATION,A,4900,7.97,0.17,N,4,0
TR87871321,24,51400,RENT,4.0,EDUCATION,B,5200,10.75,0.1,N,3,0
TR78084806,42,57500,OWN,0.0,VENTURE,B,14600,10.33,0.25,N,13,0
TR24052991,25,112200,MORTGAGE,7.0,DEBTCONSOLIDATION,C,25000,10.58,0.22,N,3,0
TR78995570,33,39400,MORTGAGE,0.0,PERSONAL,A,2900,6.31,0.07,N,5,0
TR67525203,28,84200,MORTGAGE,8.0,EDUCATION,B,15000,9.65,0.18,N,7,0
TR59781562,44,42600,MORTGAGE,18.0,PERSONAL,B,2900,10.3,0.07,N,12,0
TR96393432,25,68100,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15100,10.32,0.22,N,8,0
TR50362373,22,60900,MORTGAGE,2.0,PERSONAL,C,7100,12.69,0.12,N,3,0
TR44332396,28,120500,RENT,1.0,PERSONAL,C,1900,14.07,0.02,Y,7,0
TR24475572,28,78400,MORTGAGE,2.0,PERSONAL,B,21200,12.44,0.27,N,11,0
TR22713087,28,129800,MORTGAGE,1.0,VENTURE,C,18100,12.31,0.14,N,4,0
TR68523840,54,78800,MORTGAGE,6.0,PERSONAL,B,7900,10.54,0.1,N,19,0
TR88266759,36,59700,OWN,4.0,MEDICAL,B,20800,11.5,0.35,N,16,0
TR75277566,40,38000,RENT,0.0,MEDICAL,C,8900,11.16,0.23,N,15,0
TR11172758,22,61200,MORTGAGE,5.0,DEBTCONSOLIDATION,C,2100,13.16,0.03,N,2,0
TR14846557,25,48900,MORTGAGE,7.0,PERSONAL,B,5300,10.57,0.11,N,4,0
TR45686605,26,89300,MORTGAGE,4.0,VENTURE,A,15300,5.97,0.17,N,7,0
TR36288479,26,42300,MORTGAGE,2.0,VENTURE,B,3500,10.68,0.08,N,4,0
TR90706408,26,36500,RENT,6.0,MEDICAL,B,10400,10.1,0.28,N,8,0
TR70418840,23,73700,RENT,2.0,PERSONAL,A,7900,7.88,0.11,N,5,0
TR13460738,26,77500,MORTGAGE,13.0,HOMEIMPROVEMENT,A,3100,5.43,0.04,N,8,0
TR26958206,28,97100,RENT,6.0,MEDICAL,A,11800,7.82,0.12,N,9,0
TR57778153,23,267200,MORTGAGE,5.0,EDUCATION,B,34600,11.73,0.13,N,2,0
TR26677972,24,91000,MORTGAGE,10.0,EDUCATION,B,5700,11.97,0.06,N,3,0
TR58816872,27,49300,MORTGAGE,3.0,PERSONAL,A,3100,6.47,0.06,N,3,0
TR65143154,23,59300,RENT,0.0,VENTURE,B,7100,10.48,0.12,N,2,0
TR77596557,26,47900,MORTGAGE,0.0,EDUCATION,C,8800,14.1,0.18,N,2,0
TR98340740,35,52000,RENT,3.0,EDUCATION,C,2300,13.01,0.04,N,14,0
TR27918056,23,29900,RENT,2.0,DEBTCONSOLIDATION,B,5900,11.62,0.2,N,3,1
TR32207444,21,57700,RENT,6.0,EDUCATION,A,10400,9.33,0.18,N,1,0
TR15033030,23,42500,MORTGAGE,5.0,PERSONAL,B,5000,11.49,0.12,N,4,0
TR53427083,25,56100,RENT,1.0,VENTURE,C,6000,13.1,0.11,N,3,0
TR28553270,24,35700,RENT,4.0,EDUCATION,C,3500,12.15,0.1,Y,4,0
TR32290563,24,124700,MORTGAGE,0.0,VENTURE,B,19700,12.65,0.16,N,3,0
TR57114642,24,42500,MORTGAGE,2.0,EDUCATION,A,10100,6.55,0.24,N,3,0
TR11599096,23,95700,RENT,3.0,EDUCATION,B,24000,9.92,0.25,N,3,0
TR65128678,22,31800,RENT,4.0,PERSONAL,C,7700,13.55,0.24,N,2,0
TR75417088,23,74700,RENT,5.0,VENTURE,A,10200,6.54,0.14,N,2,0
TR55352788,28,89800,MORTGAGE,10.0,VENTURE,C,12400,14.3,0.14,Y,2,0
TR54845941,21,56200,RENT,1.0,EDUCATION,B,14600,9.68,0.26,N,5,0
TR24682662,31,120700,MORTGAGE,4.0,EDUCATION,B,24600,10.95,0.2,N,6,0
TR83392510,34,99900,MORTGAGE,2.0,MEDICAL,B,8500,9.96,0.09,N,10,0
TR79733184,21,47500,RENT,4.0,PERSONAL,A,14700,7.92,0.31,N,2,0
TR41644997,27,104600,RENT,0.0,MEDICAL,B,11400,11.56,0.11,N,7,0
TR98948111,24,37700,RENT,3.0,PERSONAL,E,10300,17.56,0.27,Y,4,0
TR75923215,21,49800,OWN,3.0,VENTURE,C,6400,13.39,0.13,N,3,0
TR31336211,34,136400,OWN,10.0,MEDICAL,B,12300,10.01,0.09,N,7,0
TR18750583,30,103800,MORTGAGE,14.0,PERSONAL,C,9900,14.43,0.1,N,11,0
TR76333010,34,79300,MORTGAGE,3.0,VENTURE,A,8200,8.32,0.1,N,16,0
TR51541303,25,42000,OWN,9.0,VENTURE,B,7400,11.54,0.18,N,4,0
TR60457359,24,55400,RENT,0.0,MEDICAL,B,11600,11.03,0.21,N,3,0
TR82714451,21,74700,MORTGAGE,7.0,VENTURE,B,10400,11.7,0.14,N,3,0
TR10146592,26,56300,RENT,4.0,EDUCATION,B,4100,11.93,0.07,N,3,0
TR55996829,33,80200,OWN,0.0,PERSONAL,B,23300,11.79,0.29,N,11,0
TR39189598,37,43500,RENT,1.0,MEDICAL,B,11800,11.9,0.27,N,12,0
TR83338999,28,123100,MORTGAGE,14.0,VENTURE,B,24900,11.02,0.2,N,9,0
TR36737732,21,93400,MORTGAGE,8.0,PERSONAL,A,14300,8.25,0.15,N,2,0
TR49846253,22,53400,RENT,3.0,PERSONAL,D,10300,14.32,0.19,N,2,0
TR96863437,29,60100,RENT,0.0,EDUCATION,E,15800,16.38,0.26,N,8,1
TR47367722,21,83300,OWN,2.0,EDUCATION,A,12600,6.12,0.15,N,5,0
TR24805780,21,91800,MORTGAGE,3.0,DEBTCONSOLIDATION,B,14400,10.84,0.16,N,3,0
TR22111505,49,46100,MORTGAGE,19.0,HOMEIMPROVEMENT,A,8100,7.46,0.18,N,15,0
TR66984606,32,90800,RENT,2.0,HOMEIMPROVEMENT,B,6300,10.66,0.07,N,10,0
TR28699139,24,38900,RENT,0.0,HOMEIMPROVEMENT,D,8400,16.71,0.22,N,2,1
TR96359472,38,152200,MORTGAGE,0.0,PERSONAL,G,26000,21.8,0.17,N,16,0
TR36635502,26,29900,MORTGAGE,1.0,EDUCATION,A,4700,9.33,0.16,N,5,0
TR27191576,23,52200,RENT,6.0,EDUCATION,B,9000,9.95,0.17,N,4,0
TR55516353,25,78500,MORTGAGE,7.0,PERSONAL,B,15000,10.85,0.19,N,1,0
TR67609562,27,60900,OWN,4.0,PERSONAL,A,5400,7.15,0.09,N,3,0
TR33082001,28,112400,MORTGAGE,5.0,HOMEIMPROVEMENT,C,10100,14.14,0.09,N,6,0
TR33357026,27,37000,RENT,0.0,MEDICAL,B,5800,11.14,0.16,N,1,0
TR22547266,21,76200,MORTGAGE,6.0,EDUCATION,B,11600,10.59,0.15,N,2,0
TR40935675,22,59400,RENT,2.0,DEBTCONSOLIDATION,A,7600,8.69,0.13,N,3,0
TR18452397,27,18800,RENT,4.0,VENTURE,A,4900,5.76,0.26,N,2,0
TR75722780,22,49200,RENT,6.0,EDUCATION,B,5000,10.51,0.1,N,2,0
TR99321310,51,31100,RENT,2.0,MEDICAL,D,7300,15.7,0.23,Y,20,1
TR24918277,24,45800,OWN,6.0,VENTURE,C,12100,13.67,0.26,Y,1,0
TR83025555,32,76800,MORTGAGE,4.0,VENTURE,B,12500,10.53,0.16,N,4,0
TR91922516,24,95600,MORTGAGE,0.0,VENTURE,C,10200,12.62,0.11,Y,3,0
TR99065785,24,138900,RENT,8.0,EDUCATION,B,19600,10.95,0.14,N,5,0
TR70244184,22,77400,MORTGAGE,8.0,EDUCATION,A,5000,6.34,0.06,N,5,0
TR31579963,25,42100,RENT,6.0,VENTURE,C,4100,14.01,0.1,Y,5,0
TR22388879,33,26700,RENT,3.0,MEDICAL,B,6000,12.37,0.22,N,6,0
TR12796463,21,38300,RENT,3.0,DEBTCONSOLIDATION,A,5500,5.88,0.14,N,5,0
TR56614581,21,95500,MORTGAGE,5.0,EDUCATION,C,19000,13.46,0.2,N,2,0
TR13645285,36,120100,MORTGAGE,9.0,DEBTCONSOLIDATION,A,19800,6.32,0.16,N,12,0
TR78670876,22,59400,RENT,5.0,EDUCATION,B,8000,11.24,0.13,N,3,0
TR58180641,21,38800,RENT,4.0,EDUCATION,C,5200,13.12,0.13,N,1,0
TR36861942,19,43900,RENT,4.0,EDUCATION,A,5000,5.91,0.11,N,3,0
TR83150934,23,88600,MORTGAGE,9.0,PERSONAL,A,14300,6.41,0.16,N,4,0
TR77130485,26,22800,RENT,0.0,EDUCATION,B,5000,11.17,0.22,N,6,0
TR98611510,45,54400,OWN,2.0,HOMEIMPROVEMENT,A,10500,5.59,0.19,N,12,0
TR84472067,22,22700,RENT,3.0,EDUCATION,A,2200,7.56,0.1,N,2,0
TR44336946,22,45700,RENT,2.0,EDUCATION,D,10300,15.68,0.23,N,3,1
TR28674727,21,37100,RENT,6.0,PERSONAL,B,9900,10.87,0.27,N,1,0
TR55979939,28,79200,MORTGAGE,12.0,VENTURE,A,10400,7.2,0.13,N,8,0
TR64291165,26,51500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2900,6.62,0.06,N,5,0
TR83924282,31,104000,MORTGAGE,0.0,VENTURE,B,24100,11.51,0.23,N,6,0
TR46783926,25,49100,RENT,5.0,PERSONAL,B,6300,9.98,0.13,N,2,0
TR37293239,33,90100,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6100,13.35,0.07,Y,8,0
TR38091237,25,35000,RENT,1.0,PERSONAL,A,9800,6.71,0.28,N,2,0
TR42871665,25,79200,RENT,3.0,DEBTCONSOLIDATION,B,9500,11.78,0.12,N,3,0
TR57604123,29,101700,MORTGAGE,7.0,DEBTCONSOLIDATION,C,9500,14.48,0.09,Y,10,0
TR51400435,21,88500,MORTGAGE,3.0,EDUCATION,A,9500,7.89,0.11,N,3,0
TR55022772,21,37300,RENT,0.0,PERSONAL,B,2100,10.94,0.06,N,2,0
TR81191626,22,71000,MORTGAGE,7.0,PERSONAL,B,19000,10.19,0.27,N,4,0
TR50859782,40,48200,RENT,6.0,DEBTCONSOLIDATION,C,1800,13.38,0.04,Y,14,0
TR33309165,37,99400,RENT,16.0,DEBTCONSOLIDATION,C,15600,14.31,0.16,N,6,0
TR21450185,20,41800,RENT,4.0,EDUCATION,A,9000,7.2,0.22,N,5,0
TR95164276,22,66100,MORTGAGE,4.0,VENTURE,B,7100,10.94,0.11,N,3,0
TR36572303,24,68500,MORTGAGE,9.0,VENTURE,B,14900,10.37,0.22,N,5,0
TR13117612,28,132700,MORTGAGE,3.0,MEDICAL,B,23000,10.81,0.17,N,7,0
TR45664219,24,24100,RENT,5.0,PERSONAL,C,4900,12.84,0.2,N,1,0
TR54799631,24,87400,MORTGAGE,7.0,HOMEIMPROVEMENT,A,19100,6.76,0.22,N,3,0
TR82369134,29,59200,MORTGAGE,8.0,PERSONAL,B,15100,10.64,0.26,N,10,0
TR90649282,26,34200,RENT,0.0,EDUCATION,A,3200,7.33,0.09,N,2,0
TR41130009,40,35100,RENT,2.0,MEDICAL,C,3500,14.23,0.1,Y,15,0
TR87209273,21,55900,MORTGAGE,2.0,MEDICAL,B,9400,10.46,0.17,N,2,0
TR29280910,25,55600,MORTGAGE,9.0,EDUCATION,B,12400,10.8,0.22,N,3,0
TR94120483,37,113600,MORTGAGE,5.0,MEDICAL,B,4900,10.91,0.04,N,15,0
TR40635826,24,48900,RENT,8.0,PERSONAL,A,15300,7.61,0.31,N,3,1
TR53837025,29,57400,RENT,4.0,MEDICAL,A,8500,7.86,0.15,N,4,0
TR53167824,25,60500,MORTGAGE,8.0,EDUCATION,B,5100,10.1,0.08,N,2,1
TR50319712,25,81900,RENT,0.0,VENTURE,B,16500,10.95,0.2,N,2,0
TR73483121,25,63400,MORTGAGE,8.0,VENTURE,B,10600,10.54,0.17,N,5,0
TR70990023,21,27500,RENT,0.0,HOMEIMPROVEMENT,D,9100,14.67,0.33,N,5,1
TR47451740,24,75000,MORTGAGE,9.0,MEDICAL,A,3100,7.59,0.04,Y,3,0
TR32260949,24,15800,RENT,0.0,DEBTCONSOLIDATION,C,2800,13.03,0.18,Y,1,1
TR19857400,21,35000,RENT,1.0,EDUCATION,D,4200,14.52,0.12,Y,2,1
TR31187496,24,89800,RENT,4.0,MEDICAL,B,7700,11.06,0.09,N,2,0
TR46885932,34,89200,MORTGAGE,4.0,MEDICAL,A,7800,5.35,0.09,N,7,0
TR65661997,31,45200,RENT,6.0,DEBTCONSOLIDATION,D,17900,15.56,0.4,Y,4,1
TR48935745,23,65200,RENT,3.0,DEBTCONSOLIDATION,D,3800,17.38,0.06,N,5,1
TR33078707,25,85800,RENT,6.0,PERSONAL,A,6000,6.09,0.07,N,2,0
TR25116399,27,60100,RENT,8.0,VENTURE,B,4500,9.7,0.07,N,2,0
TR91232543,23,57300,MORTGAGE,6.0,HOMEIMPROVEMENT,A,18900,5.52,0.33,N,2,0
TR16630887,22,93800,MORTGAGE,2.0,EDUCATION,B,16400,11.15,0.17,N,4,0
TR20853835,26,83000,OWN,3.0,VENTURE,A,8300,7.3,0.1,N,2,0
TR88656677,22,113500,MORTGAGE,5.0,EDUCATION,D,15100,15.5,0.13,Y,3,0
TR91139338,25,54000,RENT,8.0,PERSONAL,D,9500,14.68,0.18,Y,2,0
TR16839119,25,28000,RENT,5.0,EDUCATION,A,5700,9.1,0.2,N,3,0
TR50357342,21,38600,RENT,5.0,EDUCATION,A,4300,6.7,0.11,N,2,0
TR29140093,38,55300,OWN,2.0,PERSONAL,B,6300,11.57,0.11,N,15,0
TR93368244,22,77000,RENT,3.0,EDUCATION,A,2900,8.25,0.04,N,2,0
TR66720968,23,118600,RENT,4.0,EDUCATION,C,9900,12.82,0.08,Y,4,0
TR78611965,23,42000,RENT,0.0,VENTURE,B,4700,10.95,0.11,N,5,1
TR23412618,24,114900,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,5.54,0.02,N,2,0
TR12688759,23,37100,RENT,7.0,DEBTCONSOLIDATION,B,2300,10.97,0.06,N,4,0
TR24410542,22,70500,RENT,7.0,EDUCATION,B,13800,13.11,0.2,N,3,0
TR88083663,24,69500,MORTGAGE,6.0,PERSONAL,A,15100,7.27,0.22,N,2,0
TR14451215,27,36500,RENT,5.0,MEDICAL,B,4900,10.3,0.13,N,4,0
TR42378542,26,29700,RENT,8.0,HOMEIMPROVEMENT,B,6800,11.48,0.23,N,2,1
TR28112578,22,40300,RENT,2.0,VENTURE,A,4900,7.2,0.12,N,4,0
TR18726601,24,26400,RENT,7.0,VENTURE,D,12400,16.55,0.47,N,5,1
TR41347803,39,158300,MORTGAGE,3.0,PERSONAL,B,23200,11.74,0.15,N,12,0
TR88670383,26,72900,RENT,9.0,MEDICAL,B,15600,11.06,0.21,N,3,0
TR59217157,22,32500,MORTGAGE,1.0,DEBTCONSOLIDATION,D,5500,18.12,0.17,Y,3,1
TR68153733,24,47100,RENT,1.0,MEDICAL,B,4900,10.17,0.1,N,3,0
TR25279048,23,95900,RENT,3.0,VENTURE,A,10000,8.97,0.1,N,1,0
TR55702544,22,117300,MORTGAGE,8.0,EDUCATION,B,35000,11.5,0.3,N,3,0
TR67964023,22,59300,MORTGAGE,1.0,VENTURE,B,10600,10.33,0.18,N,3,0
TR47875842,28,51100,MORTGAGE,4.0,HOMEIMPROVEMENT,D,4100,15.38,0.08,N,5,0
TR98588394,32,41900,MORTGAGE,6.0,HOMEIMPROVEMENT,B,15200,10.44,0.36,N,7,0
TR40064298,26,122900,MORTGAGE,3.0,VENTURE,A,7600,9.71,0.06,N,3,0
TR28542703,25,37000,RENT,2.0,VENTURE,C,8100,13.07,0.22,Y,5,0
TR88851076,42,34100,RENT,3.0,MEDICAL,B,9500,10.91,0.28,N,15,0
TR43526149,22,78300,RENT,7.0,DEBTCONSOLIDATION,A,12000,5.89,0.15,N,4,0
TR58074745,42,83300,OWN,2.0,PERSONAL,B,7400,10.11,0.09,N,14,0
TR70337955,23,52000,RENT,2.0,DEBTCONSOLIDATION,C,7200,12.51,0.14,N,3,0
TR81648590,22,71600,MORTGAGE,5.0,VENTURE,A,7900,6.97,0.11,N,4,0
TR13012790,24,77200,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.63,0.06,N,3,0
TR11260927,24,97400,RENT,0.0,EDUCATION,B,4700,7.41,0.05,N,4,0
TR59665129,19,42700,RENT,2.0,VENTURE,D,9700,17.18,0.23,Y,3,1
TR40926525,21,48600,RENT,6.0,VENTURE,B,5900,11.38,0.12,N,3,0
TR51557105,36,49900,RENT,1.0,MEDICAL,B,12700,11.56,0.25,N,10,0
TR60746454,24,43700,RENT,2.0,VENTURE,C,14800,13.32,0.34,N,2,1
TR82873776,32,51700,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.26,0.12,N,8,0
TR88374201,23,87700,MORTGAGE,6.0,MEDICAL,A,9800,7.52,0.11,N,4,0
TR46346578,25,29600,RENT,1.0,EDUCATION,D,7700,15.35,0.26,Y,1,1
TR66628076,25,59200,MORTGAGE,9.0,MEDICAL,B,5800,11.72,0.1,N,2,0
TR41388332,22,62600,RENT,1.0,HOMEIMPROVEMENT,C,8400,14.29,0.13,N,2,0
TR56355894,39,45500,RENT,5.0,EDUCATION,D,3000,14.95,0.07,N,11,0
TR67105242,29,93700,RENT,4.0,DEBTCONSOLIDATION,A,10400,5.32,0.11,N,8,0
TR78088800,32,67300,MORTGAGE,2.0,VENTURE,B,9600,9.73,0.14,N,10,0
TR38238957,29,85400,RENT,4.0,HOMEIMPROVEMENT,A,14800,5.8,0.17,N,4,0
TR32686176,33,43700,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4800,13.29,0.11,Y,6,0
TR81055730,21,27000,OWN,7.0,VENTURE,C,5200,12.8,0.19,N,2,0
TR44232547,48,55500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,1500,10.13,0.03,N,15,0
TR51631976,25,29900,RENT,3.0,MEDICAL,C,7900,13.05,0.26,Y,2,0
TR99550811,37,34000,RENT,4.0,MEDICAL,C,4200,12.57,0.12,N,16,0
TR18547417,23,62900,MORTGAGE,7.0,VENTURE,A,8400,7.43,0.13,N,5,0
TR81631239,24,42700,RENT,3.0,HOMEIMPROVEMENT,A,8000,8.02,0.19,N,2,0
TR72851375,24,62700,RENT,1.0,EDUCATION,A,7100,8.82,0.11,N,5,0
TR87397224,32,55200,RENT,6.0,HOMEIMPROVEMENT,B,9900,12.12,0.18,N,5,0
TR33154347,24,76500,RENT,3.0,PERSONAL,A,15000,9.52,0.2,N,2,0
TR61160262,26,78400,MORTGAGE,3.0,PERSONAL,A,5300,7.43,0.07,N,3,0
TR20586641,29,78300,MORTGAGE,10.0,HOMEIMPROVEMENT,B,9400,10.44,0.12,N,5,0
TR29428747,27,52700,RENT,6.0,VENTURE,A,5000,7.6,0.09,N,9,0
TR19316405,27,73500,OWN,11.0,VENTURE,A,3600,7.67,0.05,N,9,0
TR57796455,26,89900,MORTGAGE,5.0,VENTURE,C,4800,13.98,0.05,N,3,0
TR84854376,28,57100,RENT,3.0,VENTURE,B,19500,11.43,0.34,N,3,1
TR44262942,25,82200,MORTGAGE,1.0,EDUCATION,A,7200,5.93,0.09,N,3,0
TR53945268,26,85700,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13200,8.01,0.15,N,4,0
TR29291978,28,58000,MORTGAGE,8.0,EDUCATION,B,3900,11.55,0.07,N,4,0
TR16087071,28,74500,RENT,2.0,EDUCATION,A,14600,5.88,0.2,N,5,0
TR20853154,21,77200,RENT,5.0,VENTURE,A,14100,8.33,0.18,N,1,0
TR47261333,24,81800,RENT,1.0,HOMEIMPROVEMENT,B,19300,11.27,0.24,N,4,0
TR92858716,24,70100,MORTGAGE,9.0,EDUCATION,A,25400,8.32,0.36,N,1,0
TR99559424,22,66100,MORTGAGE,5.0,EDUCATION,A,4300,5.31,0.07,N,3,0
TR81564311,26,80900,RENT,3.0,HOMEIMPROVEMENT,C,12400,13.81,0.15,N,4,0
TR58276660,20,36000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10400,12.74,0.29,N,4,1
TR11978098,31,59400,RENT,0.0,EDUCATION,C,10300,12.83,0.17,N,9,0
TR33030578,24,34100,RENT,6.0,DEBTCONSOLIDATION,C,8600,13.43,0.25,N,5,1
TR96561615,19,51700,RENT,4.0,VENTURE,C,1200,14.18,0.02,N,2,0
TR55614253,20,35800,RENT,4.0,MEDICAL,C,5300,13.1,0.15,N,1,0
TR60319910,40,51300,OWN,5.0,MEDICAL,A,3600,8.88,0.07,N,14,0
TR53601355,24,39400,RENT,2.0,DEBTCONSOLIDATION,D,4800,14.17,0.12,Y,1,1
TR43862483,25,61000,RENT,2.0,PERSONAL,D,8500,15.56,0.14,Y,6,0
TR93479437,34,79000,MORTGAGE,14.0,VENTURE,C,17000,13.79,0.22,Y,7,0
TR65026579,26,25900,RENT,5.0,EDUCATION,A,8400,7.85,0.32,N,4,1
TR86797138,27,32900,RENT,0.0,PERSONAL,A,10300,6.56,0.31,N,7,0
TR25439293,27,92800,MORTGAGE,12.0,EDUCATION,A,14600,7.83,0.16,N,10,0
TR63815511,27,172700,MORTGAGE,7.0,PERSONAL,B,14900,11.25,0.09,N,10,0
TR70265628,23,44000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8100,7.76,0.18,N,1,0
TR29582140,33,52900,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25100,10.69,0.47,N,8,0
TR40020063,28,36100,RENT,13.0,DEBTCONSOLIDATION,A,15300,8.14,0.42,N,8,1
TR20338473,26,72000,RENT,0.0,PERSONAL,B,15600,11.28,0.22,N,5,0
TR91888807,30,40900,RENT,2.0,DEBTCONSOLIDATION,C,4700,15.0,0.11,N,8,0
TR62209779,27,51800,RENT,3.0,MEDICAL,D,15000,15.68,0.29,Y,9,1
TR59591366,21,38100,RENT,4.0,DEBTCONSOLIDATION,A,15300,6.67,0.4,N,3,1
TR47692348,34,38600,RENT,4.0,EDUCATION,D,10400,14.66,0.27,Y,8,0
TR62582827,42,100600,MORTGAGE,14.0,EDUCATION,A,6000,7.17,0.06,N,10,0
TR19331445,21,66300,RENT,1.0,MEDICAL,B,9500,11.89,0.14,N,1,0
TR49283938,45,102900,MORTGAGE,8.0,EDUCATION,B,3200,9.61,0.03,N,12,0
TR30265445,28,37200,RENT,5.0,MEDICAL,D,7900,16.82,0.21,N,1,1
TR93788976,28,53900,RENT,12.0,DEBTCONSOLIDATION,B,19000,12.76,0.35,N,8,1
TR93516626,24,93600,OWN,8.0,VENTURE,C,9700,12.71,0.1,Y,5,0
TR38691729,35,25300,RENT,4.0,MEDICAL,A,2900,5.9,0.11,N,11,0
TR45349106,25,103600,OWN,4.0,EDUCATION,A,7800,7.43,0.08,N,2,0
TR32718237,21,39600,RENT,4.0,MEDICAL,A,4000,9.8,0.1,N,5,0
TR84636020,42,33600,RENT,25.0,PERSONAL,D,2500,16.14,0.07,N,15,1
TR20504151,39,31800,RENT,2.0,HOMEIMPROVEMENT,D,4900,15.48,0.15,Y,13,1
TR76164149,41,68500,MORTGAGE,9.0,EDUCATION,B,5100,10.29,0.07,N,13,0
TR88527975,34,58500,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8000,11.23,0.14,N,17,0
TR44454099,21,46600,MORTGAGE,3.0,MEDICAL,A,14200,7.51,0.3,N,5,0
TR96576000,22,97400,MORTGAGE,4.0,EDUCATION,C,9400,13.87,0.1,Y,4,0
TR12660441,24,42700,RENT,3.0,VENTURE,C,7200,12.23,0.17,N,1,0
TR39326924,22,42200,RENT,7.0,DEBTCONSOLIDATION,D,9800,13.22,0.23,N,3,1
TR45523424,23,85600,RENT,3.0,PERSONAL,A,9700,6.37,0.11,N,3,0
TR46902769,31,63700,MORTGAGE,8.0,MEDICAL,A,6100,8.06,0.1,N,6,1
TR30862614,21,54400,MORTGAGE,0.0,VENTURE,C,9700,13.07,0.18,Y,2,0
TR97206416,24,35600,RENT,5.0,HOMEIMPROVEMENT,A,9200,7.9,0.26,N,3,1
TR51303498,22,37000,RENT,4.0,MEDICAL,B,9900,11.79,0.27,N,2,0
TR54486692,24,40600,MORTGAGE,11.0,HOMEIMPROVEMENT,C,6100,13.5,0.15,Y,4,0
TR34033743,25,61700,MORTGAGE,11.0,MEDICAL,A,5100,7.34,0.08,N,10,0
TR71561635,21,37400,RENT,0.0,MEDICAL,D,3900,17.48,0.1,N,3,1
TR84135105,20,70800,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6600,6.98,0.09,N,3,0
TR85347456,22,51200,RENT,0.0,MEDICAL,D,11500,14.7,0.22,N,4,1
TR54461007,21,37800,RENT,1.0,MEDICAL,C,9700,13.13,0.26,N,2,0
TR20195340,28,56500,RENT,1.0,VENTURE,D,20700,15.01,0.37,N,7,1
TR93584599,30,40200,OWN,0.0,HOMEIMPROVEMENT,D,11300,14.88,0.28,N,6,0
TR37114395,23,51400,MORTGAGE,7.0,EDUCATION,D,5700,15.24,0.11,Y,3,0
TR83960155,24,58100,RENT,8.0,MEDICAL,A,5200,8.0,0.09,N,5,0
TR41229673,29,58800,MORTGAGE,3.0,DEBTCONSOLIDATION,D,26000,14.05,0.44,Y,10,1
TR56034664,28,74200,MORTGAGE,14.0,MEDICAL,A,9600,5.73,0.13,N,5,0
TR76544925,41,41900,MORTGAGE,7.0,PERSONAL,A,5300,7.74,0.13,N,17,0
TR60818815,49,46900,RENT,7.0,MEDICAL,B,12500,10.98,0.27,N,13,0
TR21519146,30,71500,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7100,13.0,0.1,Y,9,0
TR26955518,27,33300,RENT,10.0,MEDICAL,C,2200,11.87,0.07,Y,3,0
TR67621193,25,31300,RENT,2.0,DEBTCONSOLIDATION,C,6100,13.42,0.19,Y,4,0
TR75331190,27,66500,RENT,0.0,HOMEIMPROVEMENT,B,10400,10.69,0.16,N,3,0
TR17817645,21,64900,MORTGAGE,6.0,VENTURE,B,20900,11.74,0.32,N,4,0
TR73168329,24,136300,MORTGAGE,1.0,VENTURE,B,30500,9.63,0.22,N,3,0
TR61618068,27,241500,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5300,12.88,0.02,N,6,0
TR86539413,22,116100,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12200,11.87,0.11,N,3,0
TR89237610,28,56400,RENT,0.0,DEBTCONSOLIDATION,B,3700,10.01,0.07,N,10,0
